,Name,Company,Praise Level,Comment Number,Language,Price,Issue time,System Require,Game Tags
1146,Quest Hunter,2 Zombie Games,Very Positive,496,"Adventure, RPG, Indie, Action, Co-op, Hack and Slash, Loot, Dungeon Crawler, Action RPG, Fantasy, Magic, Singleplayer, Isometric, Funny, Story Rich, Local Co-Op, Atmospheric, Puzzle, Action-Adventure, Early Access", 48,"8 Mar, 2019"," Microsoft Windows XP SP2 or higher,  1.4GHz or faster,  2 GB RAM,  Graphics Card supported shader 3.0,  Version 9.0,  2 GB available space","Adventure, RPG, Indie, Action, Co-op, Hack and Slash, Loot, Dungeon Crawler, Action RPG, Fantasy, Magic, Singleplayer, Isometric, Funny, Story Rich, Local Co-Op, Atmospheric, Puzzle, Action-Adventure, Early Access"
1147,Life is Feudal: Forest Village,Mindillusion,,"2,893","City Builder, Strategy, Resource Management, Simulation, Medieval, Survival, Building, Open World, Indie, Singleplayer, Sandbox, Crafting, Multiplayer, Early Access, Management", 78,"26 May, 2017"," Windows 7 (SP1),  Intel® Core™ i3 or AMD FX-6300 with at least 2 GHz,  2 GB RAM,  GeForce GTX 560/Radeon HD 6850,  Version 11,  400 MB available space","City Builder, Strategy, Resource Management, Simulation, Medieval, Survival, Building, Open World, Indie, Singleplayer, Sandbox, Crafting, Multiplayer, Early Access, Management"
1148,My Island,SnowBaby Games,,88,"Early Access, Casual, Early Access, Adventure, Survival, Simulation, Indie, Crafting, Open World", 39,"31 Jan, 2019"," Win7/win10 64-bit,  3.2 GHz Dual Core Processor,  4 GB RAM,  GeForce GTX 660 or equivalent with 2 GB of video RAM,  Version 11,  8 GB available space,  DirectX compatible","Early Access, Casual, Early Access, Adventure, Survival, Simulation, Indie, Crafting, Open World"
1149,Steel Division 2,Eugen Systems,,No user reviews,"Strategy, Indie, War, RTS, World War II, Military, Historical, Tactical, Multiplayer, Singleplayer, Realistic, Action, Simulation, Moddable, Turn-Based Strategy, Co-op, Real-Time with Pause, Replay Value", 139,20/06/2019, TBC,"Strategy, Indie, War, RTS, World War II, Military, Historical, Tactical, Multiplayer, Singleplayer, Realistic, Action, Simulation, Moddable, Turn-Based Strategy, Co-op, Real-Time with Pause, Replay Value"
1150,"""Fell Seal: Arbiters Mark""",6 Eyes Studio,Very Positive,367,"Early Access, Indie, RPG, Turn-Based Tactics, Strategy, Turn-Based Combat, Early Access, Singleplayer, Turn-Based Strategy, Fantasy, Turn-Based, Strategy RPG, Tactical RPG, Tactical, Isometric, Controller, Class-Based, Story Rich, 2D, Character Customization", 116,"17 Aug, 2018"," Windows 7 SP1+,  1.2 Ghz, Pentium 4+,  3 GB RAM,  DirectX 9.0c compatible with 512 MB,  Version 9.0c,  2 GB available space","Early Access, Indie, RPG, Turn-Based Tactics, Strategy, Turn-Based Combat, Early Access, Singleplayer, Turn-Based Strategy, Fantasy, Turn-Based, Strategy RPG, Tactical RPG, Tactical, Isometric, Controller, Class-Based, Story Rich, 2D, Character Customization"
1151,Planetary Annihilation: TITANS,Planetary Annihilation Inc,Mostly Positive,"5,235","Strategy, RTS, Space, Multiplayer, Base Building, Robots, Sci-fi, War, Co-op, Building, Action, Singleplayer, Grand Strategy, Open World, Futuristic, Mechs, Indie, Destruction, Great Soundtrack, Casual", 116,"19 Aug, 2015"," Windows 7 64 bit,  Quad Core Processor,  8 GB RAM,  Shader 3.0 / OpenGL 3.2 +, 1 GB GPU RAM,  Version 9.0c,  Broadband Internet connection,  5 GB available space,  Windows XP and Vista are NOT supported.","Strategy, RTS, Space, Multiplayer, Base Building, Robots, Sci-fi, War, Co-op, Building, Action, Singleplayer, Grand Strategy, Open World, Futuristic, Mechs, Indie, Destruction, Great Soundtrack, Casual"
1152,Half-Life 2: Episode One,Valve,Very Positive,"6,201","FPS, Action, Sci-fi, Singleplayer, First-Person, Story Rich, Shooter, Classic, Adventure, Dystopian, Aliens, Zombies, Episodic, Atmospheric, Great Soundtrack, Short, Silent Protagonist, Puzzle, Cinematic, Moddable", 32,"1 Jun, 2006",,"FPS, Action, Sci-fi, Singleplayer, First-Person, Story Rich, Shooter, Classic, Adventure, Dystopian, Aliens, Zombies, Episodic, Atmospheric, Great Soundtrack, Short, Silent Protagonist, Puzzle, Cinematic, Moddable"
1153,Heroes of Might &amp; Magic V: Tribes of the East,Nival,Very Positive,No user reviews,"Strategy, Turn-Based Strategy, Turn-Based, Multiplayer, Fantasy, Singleplayer, RPG", 42,"16 Oct, 2007","Windows 2000/XP/Vista only                        , \t\t\t\t\t, 1.5 GHz Pentium 4 or AMD Athlon                        , \t\t\t\t\t, 1 GB                        , \t\t\t\t\t, 128 MB DirectX 9.0c-compliant video card                         , \t\t\t\t\t, DirectX 9.0c or higher                        , \t\t\t\t\t, Direct X 9.0c compliant                         , \t\t\t\t\t,  3 GB free hard disk space                         , \t\t\t\t\t,  128 Kbps upstream broadband                         , \t\t\t\t\t,  NVIDIA GeForce 4 Ti/FX/6/7/8 series (GeForce4 MX is NOT supported),                        ATI RADEON 8500/9/X series,                        Intel 915/945/965/3100                        , \t\t\t\t\t, Laptop versions of these chipsets may work but are not supported.                         These chipsets are currently the only ones that will run this game.                        ","Strategy, Turn-Based Strategy, Turn-Based, Multiplayer, Fantasy, Singleplayer, RPG"
1154,Phoenix Wright: Ace Attorney Trilogy / 逆転裁判123 成歩堂セレクション,"CAPCOM Co., Ltd.",Very Positive,No user reviews,"Visual Novel, Story Rich, Great Soundtrack, Adventure, Mystery, Detective, Anime, Funny, Singleplayer, Classic, Puzzle, Point &amp; Click, Cult Classic, Crime, Comedy", 162,"10 Apr, 2019"," WINDOWS® 7, 8.1, 10 (64bit),  Intel® Core™ i3-4160,  4 GB RAM,  Intel® HD Graphics 4400,  Version 11,  1.8 GB available space,  *Recommended Controller Xbox 360 Controller (Windows®7/8.1) Xbox One Wireless Controller (Windows®10)","Visual Novel, Story Rich, Great Soundtrack, Adventure, Mystery, Detective, Anime, Funny, Singleplayer, Classic, Puzzle, Point &amp; Click, Cult Classic, Crime, Comedy"
1155,Commandos 3: Destination Berlin,Pyro Studios,,No user reviews,"Strategy, Action, Tactical, Stealth, World War II, RTS, Military, Co-op, Real Time Tactics", 21,"14 Oct, 2003",,"Strategy, Action, Tactical, Stealth, World War II, RTS, Military, Co-op, Real Time Tactics"
1156,NARUTO: Ultimate Ninja STORM,CyberConnect2 Co. Ltd.,,726,"Action, Adventure, Anime, Fighting, Open World, Singleplayer", 108,"25 Aug, 2017","Requires a 64-bit processor and operating system,  Windows (64bit) 7 or higher up to date,  Intel Core2 Duo, 3.0GHz - AMD Athlon 64 X2 Dual Core 6400+ 3.2GHz,  2 GB RAM,  1024 MB video card,  Version 11,  8 GB available space","Action, Adventure, Anime, Fighting, Open World, Singleplayer"
1157,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,"IDEA FACTORY Co., Ltd.",Overwhelmingly Positive,"8,073","Anime, JRPG, Female Protagonist, Cute, RPG, Singleplayer, Comedy, Funny, Turn-Based, Great Soundtrack, Visual Novel, Nudity, Turn-Based Combat, Strategy, Story Rich, Adventure, Memes, Action, Sci-fi, Casual", 80,"28 Jan, 2015"," Windows 7 (64bit),  Core2Duo 2.66 GHz,  4 GB RAM,  DirectX 10.x or OpenGL 3.3 with video card with 1GB ram and support for v4 shaders,  Version 10,  7 GB available space,  DirectX 9.0c compatible sound card,  May not work properly with Windows 7 and 8 (32bit) version. On-board graphics card are not recommend. Highly recommend to have an independent graphics card.","Anime, JRPG, Female Protagonist, Cute, RPG, Singleplayer, Comedy, Funny, Turn-Based, Great Soundtrack, Visual Novel, Nudity, Turn-Based Combat, Strategy, Story Rich, Adventure, Memes, Action, Sci-fi, Casual"
1158,"""~necromancy~Emilys Escape""",PinkPeachStudio,,188,"Sexual Content, Nudity, Adventure, RPG, Action, Indie, Casual, Anime", 38,"27 Oct, 2018"," Windows 10,  Intel Core i3,  2 GB RAM,  GeForce GTX 560,  Version 10,  1 GB available space,  1080p, 16:9 recommended","Sexual Content, Nudity, Adventure, RPG, Action, Indie, Casual, Anime"
1159,Endless Legend™,AMPLITUDE Studios,Very Positive,"9,740","Strategy, Turn-Based, 4X, Fantasy, Turn-Based Strategy, Hex Grid, Multiplayer, Singleplayer, RPG, Great Soundtrack, Indie, Sci-fi, Adventure, Tactical, Medieval, Grand Strategy, Atmospheric, Open World, Exploration, Sandbox", 88,"18 Sep, 2014"," Windows Vista / 7 / 8 / 8.1 / 10,  2.5Ghz Intel Core 2 Quad Q8300 or equivalent,  4 GB RAM,  1GB nVidia Geforce GT460 or equivalent, 500 MB ATI HD4850 or equivalent,  Version 9.0c,  4 GB available space,  DirectX 9 Compatible Audio,  Minimum Resolution: 1280 x 720","Strategy, Turn-Based, 4X, Fantasy, Turn-Based Strategy, Hex Grid, Multiplayer, Singleplayer, RPG, Great Soundtrack, Indie, Sci-fi, Adventure, Tactical, Medieval, Grand Strategy, Atmospheric, Open World, Exploration, Sandbox"
1160,"""Olivers Adventures in the Fairyland""",LuchinVladimir,Positive,No user reviews,"Indie, Adventure, Action, Platformer, Metroidvania, Retro, Side Scroller, 2D, Funny, Pixel Graphics, Singleplayer, Loot, Cute, Comedy, Arcade, Classic, Rogue-lite, Rogue-like, Hidden Object, Dungeon Crawler", 6,"19 Feb, 2019"," Windows Vista or newer,  2.0+ GHz,  512 MB RAM,  Integrated Graphics,  50 MB available space,  Integrated Audio","Indie, Adventure, Action, Platformer, Metroidvania, Retro, Side Scroller, 2D, Funny, Pixel Graphics, Singleplayer, Loot, Cute, Comedy, Arcade, Classic, Rogue-lite, Rogue-like, Hidden Object, Dungeon Crawler"
1161,Weapon Shop Fantasy,Digdog Studio,Very Positive,994,"Simulation, RPG, Casual, Indie, Pixel Graphics, Adventure, Management, 2D, Clicker, Crafting", 28,"26 Feb, 2017"," Microsoft® Windows® XP/Vista / 7 / 8,  Intel Core 2 Duo 2GHz+ or better,  512 MB RAM,  Intel HD Graphics 4000 or later,  Version 9.0c,  500 MB available space","Simulation, RPG, Casual, Indie, Pixel Graphics, Adventure, Management, 2D, Clicker, Crafting"
1162,The Witness,"Thekla, Inc.",Very Positive,"6,123","Puzzle, Exploration, First-Person, Open World, Singleplayer, Colorful, Indie, Atmospheric, Adventure, Walking Simulator, Difficult, Nonlinear, Mystery, Casual, Relaxing, Great Soundtrack, Surreal, Story Rich, Philisophical, Sandbox", 112,"26 Jan, 2016"," Windows 7,  1.8GHz,  4 GB RAM,  Intel HD 4000 series,  Version 10,  5 GB available space","Puzzle, Exploration, First-Person, Open World, Singleplayer, Colorful, Indie, Atmospheric, Adventure, Walking Simulator, Difficult, Nonlinear, Mystery, Casual, Relaxing, Great Soundtrack, Surreal, Story Rich, Philisophical, Sandbox"
1163,Onimusha: Warlords / 鬼武者,"CAPCOM CO., LTD",Very Positive,294,"Action, Violent, Hack and Slash, Classic, Singleplayer, Ninja, Survival Horror, Anime", 112,"16 Jan, 2019"," Windows 7 64 bit,  Intel® Core™ i3 Dual Core Series or AMD equivalent or better,  4 GB RAM,  NVIDIA GeForce GTX 760 or AMD Radeon R7 260x,  Version 10,  12 GB available space,  DirectSound (DirectX® 10.0c or better)","Action, Violent, Hack and Slash, Classic, Singleplayer, Ninja, Survival Horror, Anime"
1164,GUILTY GEAR Xrd -SIGN-,Arc System Works,Very Positive,No user reviews,"Fighting, Anime, 2D Fighter, Great Soundtrack, Action, Arcade, Multiplayer, e-sports, Singleplayer, Story Rich, 2.5D, Competitive, Cute, Visual Novel", 88,"9 Dec, 2015"," Windows 7 / 8 / 8.1,  Intel Core i5, 2.0 GHz,  2 GB RAM,  Nvidia GeForce GTX 560 / Radeon HD 7770,  Version 9.0c,  Broadband Internet connection,  12 GB available space","Fighting, Anime, 2D Fighter, Great Soundtrack, Action, Arcade, Multiplayer, e-sports, Singleplayer, Story Rich, 2.5D, Competitive, Cute, Visual Novel"
1165,NoLimits 2 Roller Coaster Simulation,Ole Lange,Very Positive,No user reviews,"Simulation, VR, Realistic, Indie, Level Editor, Sandbox, Singleplayer, Adventure", 112,"22 Aug, 2014"," Windows XP with Service Pack 3,  2.4 GHz Dual Core,  2 GB RAM,  DirectX 10.0 hardware required (>= Shader Model 3), min 512 MB VRAM, older DX9 cards (ATI x1000 series, GF 7000 series or older) not supported,  Version 9.0c,  2 GB available space,  Good graphics card is very important. Some integrated graphics solutions might be too slow. Install and try out the demo from Steam if you are unsure whether your computer meets the requirements. For VR experience: Oculus Rift DK2/CV1 with runtime 1.3 is required. OpenVR support for HTC Vive using SteamVR.","Simulation, VR, Realistic, Indie, Level Editor, Sandbox, Singleplayer, Adventure"
1166,Airtone,historia Inc,Very Positive,No user reviews,"Action, Adventure, VR, Rhythm, Anime, Music", 88,"8 Jun, 2017"," 7/8/10,  Intel i5-4590 equivalent or greater,  8 GB RAM,  Nvidia GeForce GTX 970 / AMD Radeon R9 290 equivalent or greater,  730 MB available space","Action, Adventure, VR, Rhythm, Anime, Music"
1167,Mega Man X Legacy Collection / ロックマンX アニバーサリー コレクション,"CAPCOM CO., LTD",,No user reviews,"Action, Platformer, Side Scroller, Classic, 2D, Robots, Great Soundtrack, Retro, Singleplayer, Anime, ""1990s"", Difficult", 112,"25 Jul, 2018","Vyžaduje 64bitový procesor a operační systém,  WINDOWS® 7 (64bit),  Intel® Core™ i3 550 3.2GHz or AMD equivalent or better,  2 GB RAM,  NVIDIA® GeForce® GTX 660 or ATI Radeon™ HD 7850,  Verze 10,  7 GB volného místa,  DirectSound (DirectX® 10.0c or better),  *Recommended Controller Xbox 360 Controller (Windows®7/8/8.1) Xbox One Wireless Controller (Windows®10) *Internet connection required for game activation.*DirectX9.0c is also required, along with the DirectX Version mentioned above.","Action, Platformer, Side Scroller, Classic, 2D, Robots, Great Soundtrack, Retro, Singleplayer, Anime, ""1990s"", Difficult"
1168,Mega Man X Legacy Collection 2 / ロックマンX アニバーサリー コレクション 2,"CAPCOM CO., LTD",,No user reviews,"Action, Platformer, 2D, Side Scroller, Singleplayer, Classic, Anime, Great Soundtrack, Difficult", 112,"25 Jul, 2018","Изисква 64 битов процесор и операционна система,  WINDOWS® 7 (64bit),  Intel® Core™ i3 550 3.2GHz or AMD equivalent or better,  2 GB памет,  NVIDIA® GeForce® GTX 660 or ATI Radeon™ HD 7850,  версия 10,  7 GB достъпно пространство,  DirectSound (DirectX® 10.0c or better),  *Recommended Controller Xbox 360 Controller (Windows®7/8/8.1) Xbox One Wireless Controller (Windows®10) *Internet connection required for game activation.*DirectX9.0c is also required, along with the DirectX Version mentioned above.","Action, Platformer, 2D, Side Scroller, Singleplayer, Classic, Anime, Great Soundtrack, Difficult"
1169,PowerBeatsVR,Five Mind Creations UG (haftungsbeschraenkt),Positive,No user reviews,"Early Access, Early Access, Indie, Action, Sports, VR, Rhythm, Music, Singleplayer, Atmospheric, Great Soundtrack, Fast-Paced, Casual",,"19 Apr, 2019","Requires a 64-bit processor and operating system,  Windows 7 or later, 64bit,  Intel Core i5-4590,  8 GB RAM,  Geforce GTX 970 or AMD Radeon R9 29,  2 GB available space","Early Access, Early Access, Indie, Action, Sports, VR, Rhythm, Music, Singleplayer, Atmospheric, Great Soundtrack, Fast-Paced, Casual"
1170,Stronghold HD,FireFly Studios,Very Positive,"2,613","Strategy, Medieval, Base Building, RTS, Classic, Simulation, Economy, City Builder, Multiplayer, Resource Management, Singleplayer, Historical, Atmospheric, Great Soundtrack, 2D, Isometric, Tower Defense, Remake, Sandbox, Building", 20,"19 Oct, 2001"," Windows XP/Vista/7/8/10, \t\t\t\t\t\t,  1.6GHz equivalent Intel or AMD processor, \t\t\t\t\t\t,  512MB RAM, \t\t\t\t\t\t,  64MB video card with hardware Transform & Lighting, \t\t\t\t\t\t,  2.5GB uncompressed free space, \t\t\t\t\t\t,  DirectX 7 compatible sound card or higher, \t\t\t\t\t\t,  DirectX 9.0c (included) or higher, \t\t\t\t\t\t,  GameRanger software will be installed for mutiplayer matchmaking support, \t\t\t\t\t","Strategy, Medieval, Base Building, RTS, Classic, Simulation, Economy, City Builder, Multiplayer, Resource Management, Singleplayer, Historical, Atmospheric, Great Soundtrack, 2D, Isometric, Tower Defense, Remake, Sandbox, Building"
1171,"""Ambers Airline - High Hopes""",Old Skull Games,Positive,No user reviews,"Simulation, Casual, Time Management",,"3 Sep, 2018","Requires a 64-bit processor and operating system,  Windows 7, 8, 10,  1.6 GHZ,  512 MB RAM,  Version 9.0","Simulation, Casual, Time Management"
1172,VR Battleship YAMATO,Kanda Technologies,Positive,No user reviews,"VR, Casual, World War II, Historical, War, Adventure, Education, Science", 122,"18 Aug, 2017","Requires a 64-bit processor and operating system,  Windows 7 64-Bit or later,  Intel i5-4590 equivalent or greater,  8 GB RAM,  NVIDIA GTX970,  Version 11,  8 GB available space","VR, Casual, World War II, Historical, War, Adventure, Education, Science"
1173,DEAD DOZEN Escape,Fntastic,,No user reviews,"Action, Horror, Zombies, Co-op, Multiplayer, FPS, Shooter, Team-Based, Destruction, First-Person, Realistic, Tactical, Physics, Indie, Massively Multiplayer, Singleplayer, Difficult, Funny, Great Soundtrack, Family Friendly", 37,"7 Mar, 2018"," Windows 7 and up,  i5 and up,  8 GB RAM,  GTX 770 and up,  Broadband Internet connection,  4590 MB available space","Action, Horror, Zombies, Co-op, Multiplayer, FPS, Shooter, Team-Based, Destruction, First-Person, Realistic, Tactical, Physics, Indie, Massively Multiplayer, Singleplayer, Difficult, Funny, Great Soundtrack, Family Friendly"
1174,Blitzkrieg 3,Nival,,"2,839","Strategy, World War II, RTS, Military, War, Tactical, Real Time Tactics, Multiplayer, Historical, Tanks, PvP, Massively Multiplayer, Singleplayer, Competitive, Early Access, Simulation, Realistic, Difficult, Real-Time, Real-Time with Pause", 37,"2 Jun, 2017"," WindowsXP (Service Pack 3) 7/8/8.1/10,  Intel® Core™ 2 Duo 2,66 Ghz or AMD Phenom™ X3 2,4 Ghz,  2 GB RAM,  Nvidia GeForce GT 240 / Radeon HD 6570,  Version 10,  Broadband Internet connection,  10 GB available space,  INTERNET CONNECTION IS REQUIRED TO PLAY","Strategy, World War II, RTS, Military, War, Tactical, Real Time Tactics, Multiplayer, Historical, Tanks, PvP, Massively Multiplayer, Singleplayer, Competitive, Early Access, Simulation, Realistic, Difficult, Real-Time, Real-Time with Pause"
1175,"""Delicious - Emilys Miracle of Life""",GameHouse,Mostly Positive,No user reviews,"Adventure, Indie, Casual, Time Management",,"3 Aug, 2017"," Windows 7, 8, 10,  1.6 GHZ,  512 MB RAM,  256 Mb Card","Adventure, Indie, Casual, Time Management"
